-36.387000 148.394000 1000.000000 
-36.407000 147.868000 1089.800000 
-36.405000 147.343000 1152.600000 
-36.394000 146.849000 1178.200000 
-36.384000 146.380000 1177.400000 
-36.383000 145.919000 1163.800000 
-36.395000 145.457000 1153.800000 
-36.409000 144.981000 1163.200000 
-36.414000 144.482000 1182.200000 
-36.417000 143.952000 1210.100000 
-36.427000 143.400000 1244.400000 
-36.439000 142.840000 1277.900000 
-36.453000 142.268000 1299.900000 
-36.467000 141.679000 1300.000000 
-36.462000 141.080000 1264.600000 
-36.439000 140.478000 1204.600000 
-36.410000 139.888000 1133.800000 
-36.378000 139.313000 1055.300000 
-36.352000 138.736000 980.500000 
-36.340000 138.160000 924.900000 
-36.330000 137.594000 886.400000 
-36.317000 137.030000 854.500000 
-36.308000 136.466000 833.800000 
-36.312000 135.900000 827.300000 
-36.328000 135.326000 830.900000 
-36.363000 134.739000 838.900000 
-36.425000 134.142000 850.400000 
-36.513000 133.538000 864.500000 
-36.619000 132.928000 875.800000 
-36.734000 132.309000 886.300000 
-36.855000 131.678000 900.100000 
-36.981000 131.047000 914.600000 
-37.112000 130.422000 920.800000 
-37.250000 129.802000 915.700000 
-37.396000 129.186000 910.700000 
-37.552000 128.574000 909.700000 
-37.720000 127.966000 908.700000 
-37.904000 127.374000 912.300000 
-38.109000 126.804000 923.100000 
-38.334000 126.256000 941.900000 
-38.565000 125.725000 965.000000 
-38.786000 125.203000 985.200000 
-39.004000 124.682000 1003.300000 
-39.226000 124.181000 1026.000000 
-39.451000 123.725000 1054.700000 
-39.686000 123.313000 1081.100000 
-39.936000 122.922000 1103.400000 
-40.199000 122.526000 1119.600000 
-40.479000 122.118000 1129.200000 
-40.762000 121.703000 1132.500000 
-41.027000 121.278000 1128.500000 
-41.276000 120.836000 1111.200000 
-41.519000 120.390000 1097.100000 
-41.767000 119.949000 1089.500000 
-42.016000 119.511000 1083.100000 
-42.272000 119.071000 1084.700000 
-42.539000 118.632000 1094.200000 
-42.819000 118.198000 1106.700000 
-43.110000 117.752000 1120.000000 
-43.406000 117.278000 1135.700000 
-43.706000 116.767000 1157.300000 
-44.001000 116.228000 1180.500000 
-44.279000 115.671000 1198.000000 
-44.538000 115.095000 1204.400000 
-44.794000 114.500000 1205.800000 
-45.051000 113.885000 1213.000000 
-45.301000 113.250000 1222.500000 
-45.578000 112.608000 1233.400000 
-45.900000 111.969000 1252.600000 
-46.259000 111.334000 1277.100000 
-46.652000 110.700000 1294.500000 
-47.055000 110.046000 1297.200000 
-47.469000 109.346000 1294.300000 
-47.885000 108.610000 1308.100000 
-48.279000 107.853000 1351.500000 
-48.656000 107.084000 1417.200000 
-49.045000 106.309000 1470.500000 
-49.481000 105.502000 1490.200000 
-49.974000 104.648000 1506.100000 
-50.518000 103.749000 1534.900000 
-51.115000 102.827000 1569.000000 
-51.773000 101.932000 1588.900000 
-52.473000 101.069000 1589.500000 
-53.169000 100.222000 1614.400000 
-53.850000 99.446000 1666.900000 
-54.545000 98.813000 1728.000000 
-55.255000 98.334000 1788.000000 
-55.961000 97.999000 1849.300000 
-56.629000 97.801000 1898.900000 
-57.228000 97.696000 1922.700000 
-57.756000 97.642000 1917.700000 
-58.203000 97.635000 1898.500000 
-58.558000 97.660000 1882.300000 
-58.831000 97.708000 1866.700000 
-59.037000 97.788000 1851.900000 
-59.186000 97.901000 1839.300000 
-59.287000 98.045000 1827.400000 
